Accommodates,Bathrooms,Bedrooms,Beds,Check.In,Check.Out,Property.type,Room.type,Extra.people,Weekly.discount,Monthly.discount,Cancellation,Response.time,ID,price,e,city,price_per_indv
2, 1,0,1,,, Apartment, Entire home/apt, No Charge, 15%, 0%, Flexible, within an hour,9617255,60,126,ch,30
2, 1 (Private),1,1, Anytime after 11AM, 11AM, Apartment, Private room,, 0%, 0%, Flexible, within an hour,11697616,79,127,ch,39.5
5, 1,1,3, Anytime after 2PM, 11AM, Apartment, Entire home/apt, $15 / night after 2 guests, 0%, 18%, Moderate, within an hour,2139407,80,128,ch,16
2, 1,1,1, Anytime after 3PM, 12PM (noon), House, Private room, No Charge, 5%, 15%, Flexible, within a few hours,8321204,100,129,ch,50
2, 1,1,1,,, Apartment, Private room, No Charge, 0%, 0%, Flexible,,5918056,51,130,ch,25.5
2, 1,1,1, Anytime after 12PM (noon), 12PM (noon), Apartment, Private room, No Charge, 0%, 0%, Strict, within an hour,4701368,75,131,ch,37.5
4, 1,1,2,, 12PM (noon), Apartment, Entire home/apt, No Charge, 14%, 30%, Strict, within an hour,8635296,157,132,ch,39.25
4, 2 (Private),2,2, Flexible, 12PM (noon), Apartment, Entire home/apt, No Charge,,, Moderate, within an hour,13658398,120,133,ch,30
2, 1 (Private),1,1, 8AM - 3PM, 3PM, Apartment, Entire home/apt, No Charge, 20%, 30%, Flexible, within an hour,13236524,34,134,ch,17
1, 0.5,1,1,,, Apartment, Private room,, 0%, 0%, Strict, within an hour,5659035,45,135,ch,45
2, 1 (Shared),1,1, Flexible, 12PM (noon), Apartment, Private room,, 15%, 30%, Strict, within a few hours,13880346,89,136,ch,44.5
2, 1,1,1, Anytime after 4PM, 12PM (noon), Apartment, Entire home/apt, No Charge, 10%, 15%, Strict, within an hour,5278739,149,137,ch,74.5
4, 1,0,1, 3PM - 12AM (midnight), 10AM, Apartment, Entire home/apt, $15 / night after 2 guests, 0%, 0%, Strict, within an hour,12736638,99,138,ch,24.75
1, 1,1,1,,, Apartment, Entire home/apt,, 13%, 0%, Flexible,,8290997,69,139,ch,69
NA,,NA,NA,,,,,,,,,,12569936,97,140,ch,NA
2, 1,1,1,,, Condominium, Entire home/apt, No Charge, 10%, 20%, Strict, within an hour,10659320,141,141,ch,70.5
6, 2 (Private),2,2, 2PM - 10PM, 11AM, Apartment, Entire home/apt, No Charge, 14%, 30%, Strict, within an hour,5231461,150,142,ch,25
2, 1,1,1, Anytime after 3PM, 11AM, Apartment, Private room, $10 / night after the first guest, 0%, 0%, Moderate, within an hour,8811480,60,143,ch,30
2, 1,1,1,,, Townhouse, Private room, $20 / night after the first guest, 0%, 0%, Strict, within an hour,8172856,38,144,ch,19
