Accomodates,Bathroom(s),Bedroom(s),Bed(s),Check.In,Check.Out,Property.Type,Room.Type,Cost.Per.Extra.Person,Weekly.Discount(%),Monthly.Discount(%),Cancellation.Policy,Response.Time,ID,Price,e,City,Earliest.Check.In
2,1,1,1,Flexible,1PM,Apartment,Private room,No Charge,unspecified,unspecified,Flexible,within an hour,13881214,95,61,nyc,Flexible
1,2,1,1,Flexible,11AM,Apartment,Private room,unspecified,0,0,Flexible,within an hour,13450434,235,77,nyc,Flexible
2,1,1,1,Flexible,10AM,Apartment,Private room,unspecified,8,27,Moderate,within an hour,13884778,109,82,nyc,Flexible
4,1,1,2,Flexible,12PM,Apartment,Entire home/apt,No Charge,0,0,Moderate,within an hour,13357996,65,97,nyc,Flexible
2,1,1,1,Flexible,unspecified,Apartment,Private room,$29,unspecified,unspecified,Moderate,within an hour,13858288,250,131,nyc,Flexible
3,1,1,2,Flexible,11PM,Apartment,Entire home/apt,No Charge,unspecified,unspecified,Strict,unspecified,14120480,169,135,nyc,Flexible
3,1,1,1,Flexible,12PM,Apartment,Entire home/apt,unspecified,unspecified,unspecified,Flexible,within an hour,13642073,70,146,nyc,Flexible
2,1,1,1,Flexible,11AM,Apartment,Entire home/apt,No Charge,10,18,Moderate,within an hour,13473920,72,152,nyc,Flexible
2,1,1,1,Flexible,unspecified,Apartment,Private room,$29,unspecified,unspecified,Moderate,within an hour,13858288,68,155,nyc,Flexible
3,1,1,1,Flexible,12PM,Townhouse,Entire home/apt,No Charge,0,0,Strict,within an hour,13491040,75,173,nyc,Flexible
2,1,1,1,Flexible,unspecified,Apartment,Entire home/apt,No Charge,unspecified,unspecified,Strict,within a few hours,7287390,116,179,nyc,Flexible
2,1,1,1,Flexible,unspecified,Apartment,Private room,No Charge,unspecified,unspecified,Moderate,within an hour,13763226,225,187,nyc,Flexible
2,1,1,1,Flexible,11AM,Apartment,Entire home/apt,No Charge,10,18,Moderate,within an hour,13473920,65,196,nyc,Flexible
1,1,1,1,Flexible,6PM,Apartment,Private room,unspecified,unspecified,unspecified,Flexible,within an hour,13972090,58,235,nyc,Flexible
3,1,1,2,Flexible,11AM,Apartment,Private room,unspecified,0,unspecified,Moderate,within an hour,13784393,45,287,nyc,Flexible
3,1,1,2,Flexible,11AM,Apartment,Private room,unspecified,0,unspecified,Moderate,within an hour,13784393,160,292,nyc,Flexible
3,1,1,2,Flexible,11AM,Apartment,Private room,unspecified,0,unspecified,Moderate,within an hour,13784393,139,328,nyc,Flexible
1,1,1,1,Flexible,11AM,Apartment,Shared room,unspecified,unspecified,unspecified,Moderate,within a few hours,13328523,74,344,nyc,Flexible
2,1,0,1,Flexible,unspecified,Apartment,Entire home/apt,No Charge,unspecified,unspecified,Flexible,within an hour,13564452,175,349,nyc,Flexible
3,1,1,2,Flexible,11AM,Apartment,Private room,unspecified,0,unspecified,Moderate,within an hour,13784393,56,364,nyc,Flexible
2,1,0,1,Flexible,12PM,Apartment,Entire home/apt,unspecified,10,unspecified,Strict,within an hour,12930278,119,414,nyc,Flexible
2,1,0,1,Flexible,12PM,Apartment,Entire home/apt,unspecified,10,unspecified,Strict,within an hour,12930278,72,449,nyc,Flexible
